"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV20"
"USW00014765","PROVIDENCE, RI US","2010-04-06","2.0"," 1455"," 1452","0.0","0.0","0.0",,"20.6","8.9",,"  170","  170","0.0","6.3","8.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-07","4.1"," 1544"," 1544","0.0","0.0","0.0",,"33.3","9.4",,"  240","  230","0.0","10.7","13.9","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-08","3.8"," 1359"," 1359","0.0","0.0","0.0",,"22.2","12.2",,"  160","  160","0.0","7.6","9.4","    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-09","4.3"," 2044"," 2342","23.6","0.0","0.0",,"13.9","5.6",,"  310","  240","0.0","10.7","17.4","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-10","5.7"," 1148"," 0008","0.0","0.0","0.0",,"15.0","4.4",,"  290","  280","0.0","10.7","14.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-11","4.5"," 1211"," 1217","0.0","0.0","0.0",,"22.8","6.7",,"  250","  270","0.0","10.3","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-12","2.7"," 1600"," 1559","0.0","0.0","0.0",,"18.3","5.0",,"  340","  350","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-13","2.3"," 1634"," 1633","0.0","0.0","0.0",,"15.6","3.9",,"  160","  160","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-14","3.5"," 1535"," 1519","0.0","0.0","0.0",,"18.9","2.2",,"  190","  170","0.0","9.8","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-15","4.1"," 1032"," 1031","0.0","0.0","0.0",,"20.0","7.2",,"   10","   10","0.0","10.7","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-16","3.3"," 2153"," 2151","10.4","0.0","0.0",,"9.4","5.6",,"  100","  100","0.0","7.2","8.9","    1",,,"    1","    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-17","3.0"," 1024"," 1528","2.8","0.0","0.0",,"7.8","5.0",,"   20","   40","0.0","6.3","7.2","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-18","2.7"," 1239"," 1333","0.0","0.0","0.0",,"12.2","5.0",,"  280","  300","0.0","6.3","7.2",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-19","4.2"," 0922"," 1212","0.0","0.0","0.0",,"16.7","5.6",,"  360","  360","0.0","10.3","12.5",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-20","2.7"," 1131"," 1130","0.0","0.0","0.0",,"20.6","9.4",,"  310","  300","0.0","6.7","8.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-21","3.6"," 1544"," 1515","0.0","0.0","0.0",,"21.1","6.1",,"  200","  210","0.0","9.8","12.5",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-22","3.2"," 1443"," 1443","9.7","0.0","0.0",,"20.0","7.8",,"   40","   40","0.0","9.8","11.2","    1",,"    1","    1","    1",,,,,,,,"    1",,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-23","4.2"," 1307"," 1306","0.0","0.0","0.0",,"19.4","7.8",,"  310","  310","0.0","8.9","11.6","    1",,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-24","3.8"," 1656"," 1725","0.0","0.0","0.0",,"20.0","6.7",,"  200","  200","0.0","9.8","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-25","3.0"," 1413"," 1424","4.1","0.0","0.0",,"12.8","9.4",,"  170","  170","0.0","6.7","8.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-26","3.4"," 0654"," 0652","1.8","0.0","0.0",,"15.0","8.9",,"   40","   50","0.0","6.7","8.9","    1",,,,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-27","3.2"," 1556"," 1555","2.8","0.0","0.0",,"10.6","3.3",,"  310","  320","0.0","7.6","10.7","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-28","5.7"," 1623"," 1617","0.3","0.0","0.0",,"10.0","1.1",,"  310","  310","0.0","11.6","16.5",,,,,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-29","6.4"," 1308"," 1333","0.0","0.0","0.0",,"17.8","5.6",,"  280","  290","0.0","14.3","20.1",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-04-30","4.0"," 1432"," 1431","0.0","0.0","0.0",,"25.6","3.9",,"  310","  320","0.0","11.6","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-01","2.7"," 1516"," 1516","0.0","0.0","0.0",,"23.9","12.8",,"  150","  140","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-02","3.5"," 1317"," 1313","0.0","0.0","0.0",,"23.9","12.8",,"  150","  160","0.0","7.6","9.8","    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-03","4.6"," 1411"," 1411","9.1","0.0","0.0",,"26.7","16.1",,"  230","  230","0.0","13.4","16.5","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-04","4.2"," 1516"," 1513","2.5","0.0","0.0",,"27.8","14.4",,"  290","  280","0.0","16.5","21.5",,,,,,,,"    1",,"    1",,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-05","4.6"," 1652"," 1727","0.0","0.0","0.0",,"25.6","11.7",,"  200","  220","0.0","9.4","12.5",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-06","5.6"," 1450"," 1449","0.0","0.0","0.0",,"26.1","13.9",,"  260","  260","0.0","10.7","14.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-07","4.5"," 0931"," 0910","0.0","0.0","0.0",,"22.8","9.4",,"  290","  290","0.0","8.0","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-08","3.4"," 2210"," 2157","21.3","0.0","0.0",,"22.2","11.1",,"  270","  290","0.0","13.9","18.3","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-09","8.0"," 1050"," 0743","0.0","0.0","0.0",,"13.3","6.1",,"  280","  260","0.0","12.5","19.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-10","4.5"," 1550"," 1550","0.0","0.0","0.0",,"15.6","3.9",,"  320","  320","0.0","9.4","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-11","3.4"," 1610"," 1609","0.0","0.0","0.0",,"15.0","3.3",,"  220","  220","0.0","7.2","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-12","1.9"," 1332"," 1215","0.0","0.0","0.0",,"10.0","5.6",,"  170","  150","0.0","5.8","7.2",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-13","3.7"," 1333"," 1323","0.0","0.0","0.0",,"20.0","5.0",,"  160","  170","0.0","8.9","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-14","3.2"," 1618"," 0054","2.0","0.0","0.0",,"18.3","9.4",,"  150","  250","0.0","6.7","8.9","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-15","4.9"," 0810"," 0810","0.3","0.0","0.0",,"22.8","12.8",,"  310","  310","0.0","11.6","15.6","    1",,"    1",,,,"    1","    1",,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-16","3.2"," 1609"," 1626","0.0","0.0","0.0",,"23.3","11.1",,"  360","  330","0.0","8.0","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-17","3.0"," 1440"," 1046","0.0","0.0","0.0",,"24.4","9.4",,"  170","  330","0.0","8.9","12.5",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-18","3.7"," 2329"," 2315","21.3","0.0","0.0",,"14.4","8.9",,"   50","   50","0.0","10.3","14.8","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-19","4.7"," 0139"," 0001","1.5","0.0","0.0",,"15.6","9.4",,"   40","   60","0.0","9.4","13.0","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-20","2.9"," 1634"," 1732","0.0","0.0","0.0",,"27.2","11.1",,"  220","  240","0.0","7.2","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-21","3.0"," 0742"," 1653","0.0","0.0","0.0",,"25.6","13.9",,"   10","  150","0.0","7.2","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-22","2.6"," 1822"," 1821","0.0","0.0","0.0",,"20.0","12.2",,"  160","  160","0.0","5.8","6.7","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-23","2.3"," 1728"," 1703","0.0","0.0","0.0",,"23.3","15.6",,"  180","  160","0.0","4.5","6.3","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-24","2.7"," 1517"," 1531","0.0","0.0","0.0",,"23.9","15.0",,"  150","  160","0.0","7.6","9.4","    1","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-25","3.3"," 1519"," 1656","0.0","0.0","0.0",,"28.3","15.0",,"  180","  240","0.0","7.6","8.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-26","3.1"," 2359"," 2358","0.0","0.0","0.0",,"35.6","18.3",,"   20","   20","0.0","11.6","14.3","    1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-27","3.4"," 2359"," 2358","4.1","0.0","0.0",,"22.2","14.4",,"   20","   20","0.0","11.6","14.3","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-28","3.4"," 1633"," 1640","0.0","0.0","0.0",,"23.9","13.3",,"  160","  150","0.0","7.2","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-29","3.5"," 1554"," 1526","1.8","0.0","0.0",,"24.4","12.2",,"  220","  210","0.0","8.0","10.7","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-30","3.7"," 1620"," 1619","0.0","0.0","0.0",,"27.8","16.1",,"  300","  320","0.0","8.9","12.5","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-05-31","3.9"," 1318"," 1315","0.0","0.0","0.0",,"23.9","16.7",,"  150","  150","0.0","8.9","10.3",,,,,,,"    1","    1",,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-01","3.4"," 1459"," 1456","2.3","0.0","0.0",,"28.9","17.2",,"  230","  210","0.0","9.8","13.0","    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-02","3.2"," 1611"," 1725","0.0","0.0","0.0",,"27.2","16.1",,"  160","  160","0.0","8.9","10.3","    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-03","3.7"," 1440"," 1439","0.5","0.0","0.0",,"27.2","16.1",,"  220","  220","0.0","9.4","13.0","    1","    1","    1",,,,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-04","2.5"," 1555"," 1555","0.0","0.0","0.0",,"27.2","18.3",,"  160","  160","0.0","7.2","8.9","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-05","3.3"," 1016"," 2043","30.7","0.0","0.0",,"27.2","18.3",,"  140","  240","0.0","6.7","8.0","    1",,"    1",,,,"    1","    1",,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-06","5.1"," 1452"," 1514","0.3","0.0","0.0",,"27.8","16.1",,"  200","  220","0.0","12.5","16.1","    1",,"    1",,,,"    1","    1",,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-07","4.8"," 0930"," 1142","0.0","0.0","0.0",,"23.9","13.3",,"  350","  320","0.0","8.9","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-08","3.4"," 1207"," 1205","0.3","0.0","0.0",,"22.2","11.7",,"  320","  330","0.0","11.2","14.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-09","2.6"," 2322"," 2322","6.9","0.0","0.0",,"20.6","10.0",,"  150","  140","0.0","8.0","10.7","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-10","2.6"," 0208"," 0201","5.1","0.0","0.0",,"20.6","12.2",,"  140","  140","0.0","6.3","8.9","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-11","2.7"," 1549"," 1546","0.0","0.0","0.0",,"18.9","12.8",,"  170","  180","0.0","6.3","7.2","    1",,,,,,,,,,,,"    1",,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-12","2.7"," 1655"," 1510","9.4","0.0","0.0",,"21.7","12.8",,"  180","  210","0.0","5.8","11.6","    1",,"    1",,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-13","3.3"," 2024"," 1414","9.9","0.0","0.0",,"21.1","16.7",,"   30","  360","0.0","6.3","7.6","    1","    1","    1",,"    1",,,,"    1",,,,"    1",,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-14","2.5"," 1415"," 2049","0.0","0.0","0.0",,"22.8","16.1",,"  150","  360","0.0","5.8","6.7",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-15","3.5"," 0130"," 0123","0.0","0.0","0.0",,"25.0","14.4",,"  360","   10","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-16","3.1"," 1428"," 1616","9.1","0.0","0.0",,"24.4","12.2",,"  200","  200","0.0","8.9","12.5","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-17","4.0"," 0828"," 0827","0.3","0.0","0.0",,"25.0","16.7",,"  320","  310","0.0","10.7","15.6","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-18","2.5"," 1435"," 1424","0.0","0.0","0.0",,"29.4","14.4",,"  160","  170","0.0","6.3","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-19","4.1"," 1243"," 1252","0.0","0.0","0.0",,"26.7","16.7",,"  200","  190","0.0","8.9","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-20","3.8"," 1242"," 1221","0.0","0.0","0.0",,"31.1","18.3",,"  200","  210","0.0","9.4","11.2",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-21","3.0"," 1610"," 1609","0.0","0.0","0.0",,"31.1","20.0",,"  270","  270","0.0","6.3","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-22","2.9"," 1353"," 1631","1.5","0.0","0.0",,"28.9","19.4",,"  140","  160","0.0","5.8","6.3","    1",,,,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-23","3.5"," 1336"," 1335","13.5","0.0","0.0",,"29.4","20.6",,"  300","  290","0.0","9.4","11.6","    1",,"    1",,"    1",,,"    1",,,,,"    1",,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-24","4.4"," 1607"," 1606","0.0","0.0","0.0",,"32.2","20.0",,"  260","  250","0.0","12.5","15.6",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-25","3.3"," 1627"," 1519","0.0","0.0","0.0",,"27.8","18.9",,"  200","  160","0.0","7.2","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-26","2.6"," 1547"," 1350","0.0","0.0","0.0",,"30.0","18.3",,"  270","  270","0.0","7.6","10.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-27","2.8"," 1701"," 1704","0.0","0.0","0.0",,"30.6","19.4",,"  200","  200","0.0","6.7","8.0","    1",,,,,,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-28","4.7"," 1554"," 1553","16.8","0.0","0.0",,"35.0","22.2",,"  300","  320","0.0","12.5","15.6","    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-29","3.8"," 1259"," 1231","0.0","0.0","0.0",,"31.7","20.6",,"  300","  270","0.0","7.2","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-06-30","3.7"," 1548"," 1148","0.0","0.0","0.0",,"25.0","15.6",,"  270","  250","0.0","8.0","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-01","4.3"," 1443"," 0948","0.0","0.0","0.0",,"24.4","13.9",,"  300","  330","0.0","9.4","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-02","3.9"," 0847"," 0846","0.0","0.0","0.0",,"27.2","15.0",,"   20","   20","0.0","10.7","14.3",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-03","2.4"," 1435"," 1551","0.0","0.0","0.0",,"29.4","13.9",,"  250","  260","0.0","6.3","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-04","3.1"," 1003"," 0957","0.0","0.0","0.0",,"34.4","18.9",,"  310","  300","0.0","7.6","10.3",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-05","2.5"," 1614"," 1613","0.0","0.0","0.0",,"36.1","20.0",,"  140","  140","0.0","7.2","8.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-06","2.9"," 1049"," 1041","0.0","0.0","0.0",,"38.9","22.8",,"   20","   30","0.0","7.2","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-07","2.8"," 1515",,"0.0","0.0","0.0",,"33.3","23.9",,"  180",,"0.0","4.9",,"    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-08","3.5"," 1644"," 1523","0.0","0.0","0.0",,"30.0","22.2",,"  140","  150","0.0","7.2","8.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-09","3.8"," 1357"," 1332","9.1","0.0","0.0",,"30.0","22.2",,"  140","  150","0.0","8.0","10.3","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-10","3.2"," 1331"," 1331","0.0","0.0","0.0",,"29.4","22.2",,"  310","  310","0.0","10.3","13.0",,,"    1",,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-11","3.0"," 1055"," 1053","0.0","0.0","0.0",,"32.2","20.6",,"  360","   10","0.0","5.8","10.7",,,"    1",,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-12","3.8"," 1329"," 1612","0.0","0.0","0.0",,"30.6","21.1",,"  150","  150","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-13","3.8"," 1344"," 1220","5.3","0.0","0.0",,"30.0","23.3",,"  150","  230","0.0","7.2","9.4","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-14","2.7"," 1356"," 0640","27.9","0.0","0.0",,"28.3","20.6",,"   50","  210","0.0","7.2","12.5","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-15","3.9"," 1016"," 1012","0.0","0.0","0.0",,"27.2","20.0",,"   30","   30","0.0","6.7","8.0","    1",,,,,,,,,,,"    1","    1",,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-16","3.3"," 1608"," 1712","0.0","0.0","0.0",,"31.7","20.0",,"  220","  200","0.0","8.0","10.3","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-17","3.7"," 1610"," 1606","0.0","0.0","0.0",,"33.3","23.9",,"  210","  200","0.0","8.9","11.2","    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-18","4.0"," 1257"," 1256","0.0","0.0","0.0",,"32.8","22.8",,"  250","  260","0.0","9.4","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-19","2.6"," 1052"," 1052","20.1","0.0","0.0",,"28.9","20.0",,"  240","  240","0.0","7.6","9.4","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-20","2.3"," 1624"," 1651","0.0","0.0","0.0",,"30.6","21.7",,"  310","  330","0.0","5.4","12.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-21","3.2"," 1455"," 1449","1.8","0.0","0.0",,"30.6","21.7",,"  180","  180","0.0","8.0","9.8","    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-22","4.3"," 1332"," 1446","0.0","0.0","0.0",,"30.6","20.0",,"  290","  300","0.0","9.8","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-23","2.0"," 1905"," 1905","19.6","0.0","0.0",,"25.0","18.9",,"  350","  360","0.0","8.0","9.8","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-24","1.8"," 1516"," 1515","6.6","0.0","0.0",,"31.1","22.2",,"  270","  270","0.0","10.3","13.4","    1",,"    1",,,,"    1","    1",,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-25","4.0"," 1444"," 1441","2.3","0.0","0.0",,"32.2","21.7",,"  290","  280","0.0","7.6","10.3","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-26","4.6"," 1332"," 1444","0.0","0.0","0.0",,"29.4","17.2",,"  320","  310","0.0","10.7","14.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-27","3.5"," 1509"," 1437","0.0","0.0","0.0",,"31.1","17.8",,"  270","  270","0.0","6.3","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-28","4.7"," 1611"," 1510","0.0","0.0","0.0",,"30.6","18.3",,"  200","  190","0.0","10.3","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-29","3.9"," 0422"," 0429","0.8","0.0","0.0",,"31.1","21.7",,"  230","  220","0.0","7.6","10.3","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-30","3.0"," 1641"," 1428","0.0","0.0","0.0",,"27.8","17.2",,"  280","  280","0.0","6.7","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-07-31","3.3"," 0641"," 0516","0.0","0.0","0.0",,"25.0","16.7",,"   20","   10","0.0","6.3","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-01","2.7"," 1443"," 1210","0.0","0.0","0.0",,"25.0","15.0",,"  140","  170","0.0","7.6","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-02","3.0"," 1627"," 1626","0.0","0.0","0.0",,"25.6","15.6",,"  190","  180","0.0","7.6","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-03","4.7"," 1712"," 1403","0.0","0.0","0.0",,"28.9","18.3",,"  220","  200","0.0","9.4","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-04","5.1"," 1346"," 1346","0.0","0.0","0.0",,"31.1","23.3",,"  230","  220","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-05","3.5"," 1514"," 1507","0.0","0.0","0.0",,"31.7","23.3",,"  250","  220","0.0","8.0","12.5","    1",,"    1",,"    1",,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-06","3.8"," 1816"," 1808","0.0","0.0","0.0",,"31.1","18.9",,"  310","  300","0.0","9.4","11.6",,,,,,,,"    1",,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-07","2.5"," 1529"," 1528","0.0","0.0","0.0",,"27.2","15.0",,"  230","  220","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2010-08-08","3.7"," 1504"," 1321","0.0","0.0","0.0",,"30.6","17.2",,"  180","  190","0.0","9.4","11.6",,,,,,,,,,,,,,,,,,,,,
